radar_id,interval_start_time,altitude_band,number_of_measurements,avg_u_speed,avg_v_speed,avg_bird_density
KBGM,2010-10-02 01:40:00+00,1,14,-3.64915,-8.45577,139.50222
KBGM,2010-10-02 01:40:00+00,2,14,-5.95384,-8.58685,1.53791
KCCX,2010-10-02 01:40:00+00,1,14,-3.21134,-6.86589,117.06413
KCCX,2010-10-02 01:40:00+00,2,14,0,0,0
KDIX,2010-10-02 01:40:00+00,1,14,-1.82182,-8.49379,80.27608
KDIX,2010-10-02 01:40:00+00,2,14,-3.76273,-7.23166,3.05008
KDOX,2010-10-02 01:40:00+00,1,14,-0.53046,-9.52329,85.72867
KDOX,2010-10-02 01:40:00+00,2,14,-3.10279,-8.12080,3.76267
KLWX,2010-10-02 01:40:00+00,1,14,-0.07223,-10.82370,139.30290
KLWX,2010-10-02 01:40:00+00,2,14,-6.28488,-5.76463,7.67010
KTYX,2010-10-02 01:40:00+00,1,14,-0.10350,-6.26318,164.10941
KTYX,2010-10-02 01:40:00+00,2,14,0,0,0
KBUF,2010-10-02 02:00:00+00,1,14,-2.96206,-8.93634,85.59187
KBUF,2010-10-02 02:00:00+00,2,14,0,0,0
KCBW,2010-10-02 02:00:00+00,1,14,-0.49209,-4.94209,52.53702
KCBW,2010-10-02 02:00:00+00,2,14,0.06497,1.23956,7.00321
KBOX,2010-10-02 02:20:00+00,1,14,0.75939,-3.50766,2.20613
KBOX,2010-10-02 02:20:00+00,2,14,4.30488,5.30629,51.39186
KCXX,2010-10-02 02:20:00+00,1,14,0.71354,-7.13915,134.08997
KCXX,2010-10-02 02:20:00+00,2,14,0,0,0
KENX,2010-10-02 02:20:00+00,1,14,-3.29029,-3.30352,38.96283
KENX,2010-10-02 02:20:00+00,2,14,0,0,0
KGYX,2010-10-02 02:20:00+00,1,14,1.46184,-2.99770,19.52210
KGYX,2010-10-02 02:20:00+00,2,14,0,0,0
KOKX,2010-10-02 02:20:00+00,1,14,-0.46516,-6.67176,18.20308
KOKX,2010-10-02 02:20:00+00,2,14,0,0,0
KBGM,2010-10-02 02:40:00+00,1,14,-2.56591,-8.09639,214.47328
KBGM,2010-10-02 02:40:00+00,2,14,0,0,0
KBUF,2010-10-02 02:40:00+00,1,14,-3.98303,-8.37625,89.88362
KBUF,2010-10-02 02:40:00+00,2,14,0,0,0
KCCX,2010-10-02 02:40:00+00,1,14,-2.53480,-5.90210,83.60159
KCCX,2010-10-02 02:40:00+00,2,14,0,0,0
KDIX,2010-10-02 02:40:00+00,1,14,-4.00827,-6.01134,74.05993
KDIX,2010-10-02 02:40:00+00,2,14,-3.67184,-7.00356,1.87947
KDOX,2010-10-02 02:40:00+00,1,14,-0.98397,-9.27701,105.66866
KDOX,2010-10-02 02:40:00+00,2,14,-3.37121,-7.69466,3.94707
KLWX,2010-10-02 02:40:00+00,1,14,-1.52193,-8.81606,126.51822
KLWX,2010-10-02 02:40:00+00,2,14,-5.73733,-4.15332,7.05222
KTYX,2010-10-02 02:40:00+00,1,14,0.63447,-4.83547,159.52649
KTYX,2010-10-02 02:40:00+00,2,14,0,0,0
KCBW,2010-10-02 03:00:00+00,1,14,0.12249,-6.45884,419.72309
KCBW,2010-10-02 03:00:00+00,2,14,0.28247,-0.37831,10.01650
KBOX,2010-10-02 03:20:00+00,1,14,1.86235,-2.44931,30.65501
KBOX,2010-10-02 03:20:00+00,2,14,0,0,0
KCXX,2010-10-02 03:20:00+00,1,14,-0.52253,-7.22736,126.12562
KCXX,2010-10-02 03:20:00+00,2,14,0,0,0
KDIX,2010-10-02 03:20:00+00,1,14,-3.67946,-3.65462,47.01769
KDIX,2010-10-02 03:20:00+00,2,14,0,0,0
KGYX,2010-10-02 03:20:00+00,1,14,0,0,0
KGYX,2010-10-02 03:20:00+00,2,14,0.75598,1.83325,4.67442
KOKX,2010-10-02 03:20:00+00,1,14,-1.59459,-4.64739,5.31366
KOKX,2010-10-02 03:20:00+00,2,14,0,0,0
KBGM,2010-10-02 03:40:00+00,1,14,-2.05708,-6.58134,115.63395
KBGM,2010-10-02 03:40:00+00,2,14,0,0,0
KBUF,2010-10-02 03:40:00+00,1,14,-4.57558,-7.02388,86.12721
KBUF,2010-10-02 03:40:00+00,2,14,0,0,0
KDOX,2010-10-02 03:40:00+00,1,14,0.35374,-7.23981,96.99036
KDOX,2010-10-02 03:40:00+00,2,14,-3.24696,-7.21257,5.80894
KENX,2010-10-02 03:40:00+00,1,14,-2.54831,-2.47634,13.37807
KENX,2010-10-02 03:40:00+00,2,14,0,0,0
KLWX,2010-10-02 03:40:00+00,1,14,-0.59736,-7.78746,134.58116
KLWX,2010-10-02 03:40:00+00,2,14,-5.73985,-3.14282,3.02378
KTYX,2010-10-02 03:40:00+00,1,14,0.47289,-4.12921,104.55422
KTYX,2010-10-02 03:40:00+00,2,14,0,0,0
KCBW,2010-10-02 04:00:00+00,1,14,-0.28796,-6.32179,6.13625
KCBW,2010-10-02 04:00:00+00,2,14,0,0,0
KCCX,2010-10-02 04:00:00+00,1,14,-1.46404,-3.58583,24.69641
KCCX,2010-10-02 04:00:00+00,2,14,0,0,0
KGYX,2010-10-02 04:00:00+00,1,14,0,0,0
KGYX,2010-10-02 04:00:00+00,2,14,0,0,0
KBOX,2010-10-02 04:20:00+00,1,14,1.16284,-4.04571,11.22586
KBOX,2010-10-02 04:20:00+00,2,14,0,0,0
KCXX,2010-10-02 04:20:00+00,1,14,-0.12346,-8.66842,113.67915
KCXX,2010-10-02 04:20:00+00,2,14,0,0,0
KDIX,2010-10-02 04:20:00+00,1,14,-5.66834,-4.56524,53.86387
KDIX,2010-10-02 04:20:00+00,2,14,0,0,0
KENX,2010-10-02 04:20:00+00,1,14,-0.83814,-7.14862,59.32780
KENX,2010-10-02 04:20:00+00,2,14,-5.76099,-4.91086,1.68992
KBGM,2010-10-02 04:40:00+00,1,14,-2.71817,-6.97282,77.97327
KBGM,2010-10-02 04:40:00+00,2,14,0,0,0
KBUF,2010-10-02 04:40:00+00,1,14,-5.09427,-8.62594,81.39301
KBUF,2010-10-02 04:40:00+00,2,14,0,0,0
KCCX,2010-10-02 04:40:00+00,1,14,-2.38646,-5.16359,62.45829
KCCX,2010-10-02 04:40:00+00,2,14,0,0,0
KDOX,2010-10-02 04:40:00+00,1,14,-1.99506,-8.10833,84.54690
KDOX,2010-10-02 04:40:00+00,2,14,-3.92452,-8.33961,1.68659
KLWX,2010-10-02 04:40:00+00,1,14,-3.39004,-7.22445,130.46348
KLWX,2010-10-02 04:40:00+00,2,14,-7.86187,-5.52171,8.12486
KOKX,2010-10-02 04:40:00+00,1,14,-4.03119,-7.20449,14.41061
KOKX,2010-10-02 04:40:00+00,2,14,0,0,0
KTYX,2010-10-02 04:40:00+00,1,14,-1.99547,-6.10310,111.34394
KTYX,2010-10-02 04:40:00+00,2,14,0,0,0
KCBW,2010-10-02 05:00:00+00,1,14,0,0,0
KCBW,2010-10-02 05:00:00+00,2,14,1.27265,-0.32957,1.30898
KBOX,2010-10-02 05:20:00+00,1,14,-1.07568,-6.76706,12.42557
KBOX,2010-10-02 05:20:00+00,2,14,0,0,0
KCXX,2010-10-02 05:20:00+00,1,14,-0.30014,-8.56798,67.25519
KCXX,2010-10-02 05:20:00+00,2,14,0,0,0
KDIX,2010-10-02 05:20:00+00,1,14,-5.50055,-4.91766,34.28460
KDIX,2010-10-02 05:20:00+00,2,14,0,0,0
KENX,2010-10-02 05:20:00+00,1,14,-1.53733,-6.69838,69.48898
KENX,2010-10-02 05:20:00+00,2,14,-4.30976,-4.41261,1.01012
KGYX,2010-10-02 05:20:00+00,1,14,0,0,0
KGYX,2010-10-02 05:20:00+00,2,14,0,0,0
KOKX,2010-10-02 05:20:00+00,1,14,-4.51529,-5.25428,7.93510
KOKX,2010-10-02 05:20:00+00,2,14,0,0,0
KBGM,2010-10-02 05:40:00+00,1,14,-2.70169,-6.23766,48.49889
KBGM,2010-10-02 05:40:00+00,2,14,0,0,0
KBUF,2010-10-02 05:40:00+00,1,14,-6.61503,-7.64439,74.03735
KBUF,2010-10-02 05:40:00+00,2,14,0,0,0
KCCX,2010-10-02 05:40:00+00,1,14,-2.59395,-4.66481,81.79129
KCCX,2010-10-02 05:40:00+00,2,14,0,0,0
KDOX,2010-10-02 05:40:00+00,1,14,-3.50505,-7.16779,67.51526
KDOX,2010-10-02 05:40:00+00,2,14,0,0,0
KLWX,2010-10-02 05:40:00+00,1,14,-5.66719,-6.98996,105.15782
KLWX,2010-10-02 05:40:00+00,2,14,-6.45532,-4.86623,2.72754
KTYX,2010-10-02 05:40:00+00,1,14,-2.67985,-5.60399,71.80106
KTYX,2010-10-02 05:40:00+00,2,14,0,0,0
KCBW,2010-10-02 06:00:00+00,1,14,0,0,0
KCBW,2010-10-02 06:00:00+00,2,14,0,0,0
KBOX,2010-10-02 06:20:00+00,1,14,0.18356,-5.98289,2.94455
KBOX,2010-10-02 06:20:00+00,2,14,0,0,0
KCXX,2010-10-02 06:20:00+00,1,14,-0.67831,-8.04301,61.86740
KCXX,2010-10-02 06:20:00+00,2,14,0,0,0
KENX,2010-10-02 06:20:00+00,1,14,-0.83205,-5.47419,54.45760
KENX,2010-10-02 06:20:00+00,2,14,0,0,0
KGYX,2010-10-02 06:20:00+00,1,14,0,0,0
KGYX,2010-10-02 06:20:00+00,2,14,0,0,0
KOKX,2010-10-02 06:20:00+00,1,14,-4.29663,-3.37576,1.31051
KOKX,2010-10-02 06:20:00+00,2,14,0,0,0
KBGM,2010-10-02 06:40:00+00,1,14,-4.07186,-7.39741,98.56200
KBGM,2010-10-02 06:40:00+00,2,14,0,0,0
KCCX,2010-10-02 06:40:00+00,1,14,-0.81357,-4.26800,62.66255
KCCX,2010-10-02 06:40:00+00,2,14,0,0,0
KDIX,2010-10-02 06:40:00+00,1,14,-6.15947,-4.32124,28.14943
KDIX,2010-10-02 06:40:00+00,2,14,0,0,0
KDOX,2010-10-02 06:40:00+00,1,14,-6.48821,-5.41733,45.90852
KDOX,2010-10-02 06:40:00+00,2,14,0,0,0
KLWX,2010-10-02 06:40:00+00,1,14,-5.62037,-6.44574,96.68497
KLWX,2010-10-02 06:40:00+00,2,14,0,0,0
KTYX,2010-10-02 06:40:00+00,1,14,-4.13095,-5.78331,67.84329
KTYX,2010-10-02 06:40:00+00,2,14,0,0,0
KBUF,2010-10-02 07:00:00+00,1,14,-7.05205,-7.21300,58.97472
KBUF,2010-10-02 07:00:00+00,2,14,0,0,0
KCBW,2010-10-02 07:00:00+00,1,14,0,0,0
KCBW,2010-10-02 07:00:00+00,2,14,0,0,0
KBOX,2010-10-02 07:20:00+00,1,14,1.87065,-6.07313,2.24305
KBOX,2010-10-02 07:20:00+00,2,14,0,0,0
KCXX,2010-10-02 07:20:00+00,1,14,-2.72700,-6.31695,20.58389
KCXX,2010-10-02 07:20:00+00,2,14,0,0,0
KENX,2010-10-02 07:20:00+00,1,14,-3.76719,-6.04714,47.59946
KENX,2010-10-02 07:20:00+00,2,14,0,0,0
KGYX,2010-10-02 07:20:00+00,1,14,0,0,0
KGYX,2010-10-02 07:20:00+00,2,14,0,0,0
KOKX,2010-10-02 07:20:00+00,1,14,-5.47491,-5.51481,2.30506
KOKX,2010-10-02 07:20:00+00,2,14,0,0,0
KBGM,2010-10-02 07:40:00+00,1,14,-4.30771,-7.56597,72.01120
KBGM,2010-10-02 07:40:00+00,2,14,0,0,0
KCCX,2010-10-02 07:40:00+00,1,14,-3.20236,-4.68772,77.63843
KCCX,2010-10-02 07:40:00+00,2,14,0,0,0
KDIX,2010-10-02 07:40:00+00,1,14,-7.46446,-5.34919,25.67934
KDIX,2010-10-02 07:40:00+00,2,14,0,0,0
KDOX,2010-10-02 07:40:00+00,1,14,-7.16854,-5.84314,24.90890
KDOX,2010-10-02 07:40:00+00,2,14,0,0,0
KLWX,2010-10-02 07:40:00+00,1,14,-5.37598,-7.87529,103.32120
KLWX,2010-10-02 07:40:00+00,2,14,0,0,0
KTYX,2010-10-02 07:40:00+00,1,14,-5.90709,-6.09549,89.81798
KTYX,2010-10-02 07:40:00+00,2,14,0,0,0
KBUF,2010-10-02 08:00:00+00,1,14,-5.70574,-7.47398,33.30306
KBUF,2010-10-02 08:00:00+00,2,14,0,0,0
KCBW,2010-10-02 08:00:00+00,1,14,0,0,0
KCBW,2010-10-02 08:00:00+00,2,14,0,0,0
KBOX,2010-10-02 08:20:00+00,1,14,-0.09439,-6.74778,1.32730
KBOX,2010-10-02 08:20:00+00,2,14,0,0,0
KCXX,2010-10-02 08:20:00+00,1,14,-3.16739,-5.47363,9.17621
KCXX,2010-10-02 08:20:00+00,2,14,0,0,0
KENX,2010-10-02 08:20:00+00,1,14,-2.52264,-5.48713,25.73719
KENX,2010-10-02 08:20:00+00,2,14,0,0,0
KGYX,2010-10-02 08:20:00+00,1,14,0,0,0
KGYX,2010-10-02 08:20:00+00,2,14,0,0,0
KOKX,2010-10-02 08:20:00+00,1,14,-4.13967,-5.28035,2.54457
KOKX,2010-10-02 08:20:00+00,2,14,0,0,0
KBGM,2010-10-02 08:40:00+00,1,14,-4.11913,-6.84691,41.57803
KBGM,2010-10-02 08:40:00+00,2,14,0,0,0
KBUF,2010-10-02 08:40:00+00,1,14,-5.65577,-6.49577,17.80732
KBUF,2010-10-02 08:40:00+00,2,14,0,0,0
KCCX,2010-10-02 08:40:00+00,1,14,-2.34558,-5.19305,45.34348
KCCX,2010-10-02 08:40:00+00,2,14,0,0,0
KDIX,2010-10-02 08:40:00+00,1,14,-6.68682,-4.04939,11.44764
KDIX,2010-10-02 08:40:00+00,2,14,0,0,0
KDOX,2010-10-02 08:40:00+00,1,14,-6.48748,-5.21434,9.86756
KDOX,2010-10-02 08:40:00+00,2,14,0,0,0
KLWX,2010-10-02 08:40:00+00,1,14,-4.47993,-7.07656,67.23412
KLWX,2010-10-02 08:40:00+00,2,14,0,0,0
KTYX,2010-10-02 08:40:00+00,1,14,-6.56927,-5.74352,24.99748
KTYX,2010-10-02 08:40:00+00,2,14,0,0,0
KCBW,2010-10-02 09:00:00+00,1,14,0,0,0
KCBW,2010-10-02 09:00:00+00,2,14,0,0,0
KGYX,2010-10-02 09:00:00+00,1,14,0,0,0
KGYX,2010-10-02 09:00:00+00,2,14,0,0,0
KBOX,2010-10-02 09:20:00+00,1,14,0,0,0
KBOX,2010-10-02 09:20:00+00,2,14,0,0,0
KCXX,2010-10-02 09:20:00+00,1,14,-3.10905,-4.96379,2.08807
KCXX,2010-10-02 09:20:00+00,2,14,0,0,0
KOKX,2010-10-02 09:20:00+00,1,14,-3.20079,-4.25077,1.27037
KOKX,2010-10-02 09:20:00+00,2,14,0,0,0
KBGM,2010-10-02 09:40:00+00,1,14,-4.17600,-6.91695,29.45251
KBGM,2010-10-02 09:40:00+00,2,14,0,0,0
KBUF,2010-10-02 09:40:00+00,1,14,-5.10527,-6.02377,7.79780
KBUF,2010-10-02 09:40:00+00,2,14,0,0,0
KDIX,2010-10-02 09:40:00+00,1,14,-4.65133,-2.47026,1.67745
KDIX,2010-10-02 09:40:00+00,2,14,0,0,0
KDOX,2010-10-02 09:40:00+00,1,14,-5.17683,-4.47292,2.52102
KDOX,2010-10-02 09:40:00+00,2,14,0,0,0
KENX,2010-10-02 09:40:00+00,1,14,-2.86751,-4.80490,7.83856
KENX,2010-10-02 09:40:00+00,2,14,0,0,0
KLWX,2010-10-02 09:40:00+00,1,14,-2.64216,-5.31265,26.56980
KLWX,2010-10-02 09:40:00+00,2,14,0,0,0
KTYX,2010-10-02 09:40:00+00,1,14,-4.50908,-5.56380,6.90858
KTYX,2010-10-02 09:40:00+00,2,14,0,0,0
KCBW,2010-10-02 10:00:00+00,1,14,0,0,0
KCBW,2010-10-02 10:00:00+00,2,14,0,0,0
KCCX,2010-10-02 10:00:00+00,1,14,-2.07309,-4.76270,19.46307
KCCX,2010-10-02 10:00:00+00,2,14,0,0,0
KBOX,2010-10-02 10:20:00+00,1,14,0,0,0
KBOX,2010-10-02 10:20:00+00,2,14,0,0,0
KCXX,2010-10-02 10:20:00+00,1,14,0,0,0
KCXX,2010-10-02 10:20:00+00,2,14,0,0,0
KGYX,2010-10-02 10:20:00+00,1,14,0,0,0
KGYX,2010-10-02 10:20:00+00,2,14,0,0,0
KOKX,2010-10-02 10:20:00+00,1,14,0,0,0
KOKX,2010-10-02 10:20:00+00,2,14,0,0,0
KBGM,2010-10-02 10:40:00+00,1,14,0,0,0
KBGM,2010-10-02 10:40:00+00,2,14,0,0,0
KBUF,2010-10-02 10:40:00+00,1,14,0,0,0
KBUF,2010-10-02 10:40:00+00,2,14,0,0,0
KCCX,2010-10-02 10:40:00+00,1,14,0,0,0
KCCX,2010-10-02 10:40:00+00,2,14,0,0,0
KDIX,2010-10-02 10:40:00+00,1,14,0,0,0
KDIX,2010-10-02 10:40:00+00,2,14,0,0,0
KDOX,2010-10-02 10:40:00+00,1,14,0,0,0
KDOX,2010-10-02 10:40:00+00,2,14,0,0,0
KENX,2010-10-02 10:40:00+00,1,14,0,0,0
KENX,2010-10-02 10:40:00+00,2,14,0,0,0
KLWX,2010-10-02 10:40:00+00,1,14,0,0,0
KLWX,2010-10-02 10:40:00+00,2,14,0,0,0
KCBW,2010-10-02 22:00:00+00,1,14,0,0,0
KCBW,2010-10-02 22:00:00+00,2,14,0,0,0
KBOX,2010-10-02 22:20:00+00,1,14,0,0,0
KBOX,2010-10-02 22:20:00+00,2,14,0,0,0
KCXX,2010-10-02 22:20:00+00,1,14,0,0,0
KCXX,2010-10-02 22:20:00+00,2,14,0,0,0
KGYX,2010-10-02 22:20:00+00,1,14,0,0,0
KGYX,2010-10-02 22:20:00+00,2,14,0,0,0
KOKX,2010-10-02 22:20:00+00,1,14,0,0,0
KOKX,2010-10-02 22:20:00+00,2,14,0,0,0
KBGM,2010-10-02 22:40:00+00,1,14,0,0,0
KBGM,2010-10-02 22:40:00+00,2,14,0,0,0
KBUF,2010-10-02 22:40:00+00,1,14,0,0,0
KBUF,2010-10-02 22:40:00+00,2,14,0,0,0
KCCX,2010-10-02 22:40:00+00,1,14,0,0,0
KCCX,2010-10-02 22:40:00+00,2,14,0,0,0
KDIX,2010-10-02 22:40:00+00,1,14,0,0,0
KDIX,2010-10-02 22:40:00+00,2,14,0,0,0
KDOX,2010-10-02 22:40:00+00,1,14,0,0,0
KDOX,2010-10-02 22:40:00+00,2,14,0,0,0
KENX,2010-10-02 22:40:00+00,1,14,0,0,0
KENX,2010-10-02 22:40:00+00,2,14,0,0,0
KLWX,2010-10-02 22:40:00+00,1,14,0,0,0
KLWX,2010-10-02 22:40:00+00,2,14,0,0,0
KTYX,2010-10-02 22:40:00+00,1,14,0,0,0
KTYX,2010-10-02 22:40:00+00,2,14,0,0,0
KCBW,2010-10-02 23:00:00+00,1,14,0,0,0
KCBW,2010-10-02 23:00:00+00,2,14,0,0,0
KBOX,2010-10-02 23:20:00+00,1,14,-2.97225,-3.24694,8.80868
KBOX,2010-10-02 23:20:00+00,2,14,0,0,0
KCXX,2010-10-02 23:20:00+00,1,14,-1.44520,-5.62001,6.49974
KCXX,2010-10-02 23:20:00+00,2,14,0,0,0
KDIX,2010-10-02 23:20:00+00,1,14,-4.04166,-2.60097,27.54308
KDIX,2010-10-02 23:20:00+00,2,14,0,0,0
KGYX,2010-10-02 23:20:00+00,1,14,-4.92487,-3.17620,117.77178
KGYX,2010-10-02 23:20:00+00,2,14,0,0,0
KOKX,2010-10-02 23:20:00+00,1,14,-5.46256,-4.30615,10.09111
KOKX,2010-10-02 23:20:00+00,2,14,0,0,0
KBGM,2010-10-02 23:40:00+00,1,14,-5.50469,-6.39810,22.32334
KBGM,2010-10-02 23:40:00+00,2,14,0,0,0
KBUF,2010-10-02 23:40:00+00,1,14,0,0,0
KBUF,2010-10-02 23:40:00+00,2,14,0,0,0
KCCX,2010-10-02 23:40:00+00,1,14,-3.56915,-7.90511,3.98443
KCCX,2010-10-02 23:40:00+00,2,14,0,0,0
KDOX,2010-10-02 23:40:00+00,1,14,-1.92212,-2.91706,5.00207
KDOX,2010-10-02 23:40:00+00,2,14,0,0,0
KENX,2010-10-02 23:40:00+00,1,14,-4.70369,-5.60399,12.12925
KENX,2010-10-02 23:40:00+00,2,14,0,0,0
KLWX,2010-10-02 23:40:00+00,1,14,-5.41617,-5.17696,31.41149
KLWX,2010-10-02 23:40:00+00,2,14,0,0,0
KTYX,2010-10-02 23:40:00+00,1,14,-4.36945,-6.68203,2.58737
KTYX,2010-10-02 23:40:00+00,2,14,0,0,0
KCBW,2010-10-03 00:00:00+00,1,14,-6.89111,-6.65630,9.89313
KCBW,2010-10-03 00:00:00+00,2,14,0,0,0
KGYX,2010-10-03 00:00:00+00,1,14,-6.48308,-2.49996,73.49685
KGYX,2010-10-03 00:00:00+00,2,14,0,0,0
KBOX,2010-10-03 00:20:00+00,1,14,-5.29756,-4.43663,45.08531
KBOX,2010-10-03 00:20:00+00,2,14,0,0,0
KCXX,2010-10-03 00:20:00+00,1,14,-2.86086,-6.11032,24.69405
KCXX,2010-10-03 00:20:00+00,2,14,0,0,0
KDIX,2010-10-03 00:20:00+00,1,14,-5.24312,-4.68785,54.04601
KDIX,2010-10-03 00:20:00+00,2,14,0,0,0
KENX,2010-10-03 00:20:00+00,1,14,-6.37369,-5.20776,45.77549
KENX,2010-10-03 00:20:00+00,2,14,0,0,0
KOKX,2010-10-03 00:20:00+00,1,14,-8.00526,-3.98531,54.07789
KOKX,2010-10-03 00:20:00+00,2,14,0,0,0
KBGM,2010-10-03 00:40:00+00,1,14,-5.18376,-5.91554,26.24759
KBGM,2010-10-03 00:40:00+00,2,14,0,0,0
KBUF,2010-10-03 00:40:00+00,1,14,0,0,0
KBUF,2010-10-03 00:40:00+00,2,14,0,0,0
KCCX,2010-10-03 00:40:00+00,1,14,-4.49447,-7.51516,4.83074
KCCX,2010-10-03 00:40:00+00,2,14,0,0,0
KDOX,2010-10-03 00:40:00+00,1,14,-4.14603,-4.44863,37.60052
KDOX,2010-10-03 00:40:00+00,2,14,0,0,0
KLWX,2010-10-03 00:40:00+00,1,14,-7.06613,-5.80656,69.80511
KLWX,2010-10-03 00:40:00+00,2,14,-1.57255,1.50567,1.91250
KTYX,2010-10-03 00:40:00+00,1,14,-3.38906,-7.74441,8.09649
KTYX,2010-10-03 00:40:00+00,2,14,0,0,0
KCBW,2010-10-03 01:00:00+00,1,14,-7.82682,-6.52079,19.52488
KCBW,2010-10-03 01:00:00+00,2,14,0,0,0
KBOX,2010-10-03 01:20:00+00,1,14,-6.79694,-3.40719,11.26734
KBOX,2010-10-03 01:20:00+00,2,14,0,0,0
KCXX,2010-10-03 01:20:00+00,1,14,-3.59106,-5.64554,11.74816
KCXX,2010-10-03 01:20:00+00,2,14,0,0,0
KDIX,2010-10-03 01:20:00+00,1,14,-4.22139,-7.56798,85.71938
KDIX,2010-10-03 01:20:00+00,2,14,0.85969,-4.21601,1.23324
KENX,2010-10-03 01:20:00+00,1,14,-4.85526,-5.03204,77.46145
KENX,2010-10-03 01:20:00+00,2,14,0,0,0
KGYX,2010-10-03 01:20:00+00,1,14,-5.28314,-1.66074,70.80749
KGYX,2010-10-03 01:20:00+00,2,14,0,0,0
KOKX,2010-10-03 01:20:00+00,1,14,-6.60308,-4.44169,56.62733
KOKX,2010-10-03 01:20:00+00,2,14,0,0,0
KBGM,2010-10-03 01:40:00+00,1,14,-2.94447,-5.03855,31.25879
KBGM,2010-10-03 01:40:00+00,2,14,0,0,0
KBUF,2010-10-03 01:40:00+00,1,14,0,0,0
KBUF,2010-10-03 01:40:00+00,2,14,0,0,0
KCCX,2010-10-03 01:40:00+00,1,14,-5.16231,-7.19129,9.29370
KCCX,2010-10-03 01:40:00+00,2,14,0,0,0
KDOX,2010-10-03 01:40:00+00,1,14,-2.40125,-6.91556,31.60533
KDOX,2010-10-03 01:40:00+00,2,14,0,0,0
KLWX,2010-10-03 01:40:00+00,1,14,-6.45527,-6.76554,83.09530
KLWX,2010-10-03 01:40:00+00,2,14,0.75118,0.17570,1.25240
KTYX,2010-10-03 01:40:00+00,1,14,-0.70268,-5.54420,7.33840
KTYX,2010-10-03 01:40:00+00,2,14,0,0,0
KCBW,2010-10-03 02:00:00+00,1,14,-7.81821,-4.83658,16.01773
KCBW,2010-10-03 02:00:00+00,2,14,-13.18703,-7.22936,1.00835
KBOX,2010-10-03 02:20:00+00,1,14,-2.28044,-2.63924,21.99607
KBOX,2010-10-03 02:20:00+00,2,14,0,0,0
KCXX,2010-10-03 02:20:00+00,1,14,-3.79991,-6.20147,9.81388
KCXX,2010-10-03 02:20:00+00,2,14,0,0,0
KDIX,2010-10-03 02:20:00+00,1,14,-5.91463,-8.33251,91.87232
KDIX,2010-10-03 02:20:00+00,2,14,0,0,0
KENX,2010-10-03 02:20:00+00,1,14,-5.45084,-4.32555,88.93345
KENX,2010-10-03 02:20:00+00,2,14,0,0,0
KGYX,2010-10-03 02:20:00+00,1,14,-3.12561,0.26331,41.68067
KGYX,2010-10-03 02:20:00+00,2,14,0,0,0
KOKX,2010-10-03 02:20:00+00,1,14,-7.18332,-3.87335,67.96728
KOKX,2010-10-03 02:20:00+00,2,14,0,0,0
KTYX,2010-10-03 02:20:00+00,1,14,-1.99410,-6.01001,9.18868
KTYX,2010-10-03 02:20:00+00,2,14,0,0,0
KBGM,2010-10-03 02:40:00+00,1,14,-3.17584,-5.14136,46.48177
KBGM,2010-10-03 02:40:00+00,2,14,0,0,0
KBUF,2010-10-03 02:40:00+00,1,14,0,0,0
KBUF,2010-10-03 02:40:00+00,2,14,-0.44096,2.21608,37.80714
KCCX,2010-10-03 02:40:00+00,1,14,-7.17506,-5.82171,19.01239
KCCX,2010-10-03 02:40:00+00,2,14,0,0,0
KDOX,2010-10-03 02:40:00+00,1,14,-3.63744,-6.90999,21.83657
KDOX,2010-10-03 02:40:00+00,2,14,0,0,0
KLWX,2010-10-03 02:40:00+00,1,14,-6.34629,-7.00512,67.49954
KLWX,2010-10-03 02:40:00+00,2,14,-1.19707,1.07406,1.98135
KCBW,2010-10-03 03:00:00+00,1,14,-7.94203,-4.28878,8.30615
KCBW,2010-10-03 03:00:00+00,2,14,0,0,0
KGYX,2010-10-03 03:00:00+00,1,14,-2.87597,0.36375,55.87961
KGYX,2010-10-03 03:00:00+00,2,14,0,0,0
KBOX,2010-10-03 03:20:00+00,1,14,-1.08068,-3.40445,13.44972
KBOX,2010-10-03 03:20:00+00,2,14,0,0,0
KCXX,2010-10-03 03:20:00+00,1,14,-4.59621,-6.05647,7.77400
KCXX,2010-10-03 03:20:00+00,2,14,0,0,0
KDIX,2010-10-03 03:20:00+00,1,14,-7.25841,-7.51066,62.54274
KDIX,2010-10-03 03:20:00+00,2,14,0,0,0
KENX,2010-10-03 03:20:00+00,1,14,-5.01124,-3.58139,71.11352
KENX,2010-10-03 03:20:00+00,2,14,0,0,0
KOKX,2010-10-03 03:20:00+00,1,14,-8.10790,-3.44174,74.76006
KOKX,2010-10-03 03:20:00+00,2,14,0,0,0
KBGM,2010-10-03 03:40:00+00,1,14,-4.44011,-5.12678,53.01509
KBGM,2010-10-03 03:40:00+00,2,14,0,0,0
KBUF,2010-10-03 03:40:00+00,1,14,0,0,0
KBUF,2010-10-03 03:40:00+00,2,14,0,0,0
KCCX,2010-10-03 03:40:00+00,1,14,-7.95689,-3.52490,8.44268
KCCX,2010-10-03 03:40:00+00,2,14,0,0,0
KDOX,2010-10-03 03:40:00+00,1,14,-4.69903,-6.81051,13.74516
KDOX,2010-10-03 03:40:00+00,2,14,0,0,0
KLWX,2010-10-03 03:40:00+00,1,14,-6.30156,-6.95846,75.75198
KLWX,2010-10-03 03:40:00+00,2,14,-1.83544,0.70706,1.70671
